stories_id,publish_date,title,url,language,ap_syndicated,themes,media_id,media_name,media_url
283960954,2006-03-25 07:00:00,"The Ghosts Of Jonesboro: Fifteen Years After A School Shooting, A Small Town Is Still Recovering",http://www.buzzfeed.com/djpeisner/the-ghosts-of-jonesboro-fifteen-years-after-a-notorious-scho,en,False,"education and schools,murders and attempted murders,monuments and memorials",6218,Buzzfeed,http://www.buzzfeed.com
283873311,2006-03-25 12:00:00,The Zealot: Larry Pratt Is the Gun Lobby&#039;s Secret Weapon,http://www.rollingstone.com/politics/news/the-zealot-larry-pratt-is-the-gun-lobbys-secret-weapon-20140714,en,False,"politics and government,law and legislation,lobbying and lobbyists,gun control,firearms",5521,Rolling Stone,http://www.rollingstone.com
1228017270,2006-04-15 00:00:00,"New Zealand Shooter Was Active for More Than 30 Minutes, Timeline Shows",https://www.wsj.com/articles/first-timeline-new-zealand-shooter-was-active-for-more-than-30-minutes-11552720064,en,False,murders and attempted murders,1150,Wall Street Journal,https://www.wsj.com/
