words,"['bowers', 'pittsburgh', 'tree', 'life', 'ar-15', 'supremacist', 'synagogue', '46-year-old', 'bower']"
scores,"[1.25, 1.25, 0.75, 0.25, 0.75, 0.75, 0.75, 1.0, 0.25]"
