words,"['hole', 'indianapolis', 'fedex', 'co-workers', 'sikh', 'xenophobic', 'brandon', '19-year-old', 'pump-action']"
scores,"[1.25, 1.25, 1.0, 0.5, 1.0, 0.5, 1.0, 1.0, 0.75]"
