words,"['alissa', 'boulder', 'soopers', 'supermarket', 'deaths', 'arrest', 'issa', 'aliwi', '21']"
scores,"[1.25, 1.25, 1.0, 0.75, 0.25, 0.5, 1.25, 1.0, 0.5]"
