words,"['regalado', 'hialeah', 'latino', 'suicide', 'wife', 'yoyito', 'yoyito', 'restaurant']"
scores,"[1.25, 1.25, 0.25, 0.5, 0.75, 1.0, 1.0, 0.25]"
