words,"['dekraai', 'seal', 'beach', 'salon', 'ex-wife', 'meritage', 'orange', 'fournier', 'scott']"
scores,"[1.25, 0.75, 0.75, 0.75, 0.75, 1.0, 0.5, 1.0, 0.25]"
