words,"['holmes', 'aurora', 'gun', 'opened', 'victims', 'theater', 'mccallum', 'apartment', 'medical', 'explosives', 'officers']"
scores,"[1.25, 1.25, 0.25, 0.25, 0.25, 0.75, 0.5, 0.25, 0.5, 0.5, 0.25]"
